number_constructor_NotDefaultConstructor_methods,NOAM_type,isStatic_type,NOI_project,NOCS_project,CFNAMM_type,number_not_final_not_static_methods,number_public_visibility_methods,NOPK_project,num_static_attributes,LOC_project,LOC_type,number_not_abstract_not_final_methods,CBO_type,number_not_final_static_methods,NOM_project,DIT_type,num_static_not_final_attributes,number_constructor_DefaultConstructor_methods,AMWNAMM_type,NOCS_type,NOI_package,TCC_type,number_static_methods,ATFD_type,WOC_type,NOM_type,number_final_not_static_methods,RFC_type,number_final_static_methods,number_protected_visibility_attributes,num_final_not_static_attributes,NOA_type,NOCS_package,NOII_type,LOC_package,LCOM5_type,number_protected_visibility_methods,number_standard_design_methods,NMO_type,FANOUT_type,num_final_attributes,AMW_type,number_private_visibility_methods,LOCNAMM_type,number_package_visibility_methods,number_private_visibility_attributes,number_package_visibility_attributes,WMC_type,NOM_package,num_final_static_attributes,NOPA_type,number_final_methods,NOMNAMM_project,NIM_type,num_not_final_not_static_attributes,WMCNAMM_type,NOC_type,number_abstract_methods,NOMNAMM_package,NOMNAMM_type,SMELLS
0,0,0,0,60,3,1,1,2,0,2453,35,1,6,0,254,3,0,0,5.0,0,0,1.0,0,5,0.25,1,0,52,0,0,0,3,20,0,701,0.0,0,1,0,1,0,5.0,0,35,0,0,0,5,72,0,3,0,243,32,3,5,0,0,72,1,False
0,0,0,0,60,1,2,1,2,0,2453,15,2,5,0,254,3,0,0,1.0,0,0,1.0,0,0,0.5,2,0,51,0,0,0,1,20,0,701,1.0,0,2,0,1,0,1.0,1,15,0,0,0,2,72,0,1,0,243,32,1,2,0,0,72,2,False
0,0,0,0,60,13,6,3,2,3,2453,70,6,7,0,254,3,3,0,5.0,0,0,0.2,0,2,1,6,0,52,0,0,0,7,20,0,701,0.9,0,6,3,5,0,5.0,0,70,3,3,4,30,72,0,0,0,243,30,4,30,0,0,72,6,False
0,0,0,0,60,6,5,1,2,0,2453,83,5,5,0,254,3,0,0,4.2,0,0,1.0,0,5,0.05,5,0,57,0,0,0,19,20,0,701,1.0,0,5,0,1,0,4.2,4,83,0,0,0,21,72,0,19,0,243,32,19,21,0,0,72,5,False
0,0,0,0,60,2,3,1,2,0,2453,20,3,5,0,254,3,0,0,1.0,0,0,1.0,0,0,0.5,3,0,52,0,0,0,1,20,0,701,1.0,0,3,0,2,0,1.0,2,20,0,0,0,3,72,0,1,0,243,32,1,3,0,0,72,3,False
0,0,0,0,60,6,5,1,2,1,2453,49,5,5,0,254,2,1,0,1.6,0,0,0.1,0,4,0.5,5,0,44,0,0,0,1,40,0,1752,0.75,4,5,1,3,0,1.6,0,49,0,0,0,8,182,0,1,0,243,25,0,8,0,0,171,5,False
0,0,0,0,60,3,4,7,2,0,2453,51,7,5,3,254,2,0,0,1.571429,0,0,0.0,3,0,1,7,0,45,0,0,0,0,40,0,1752,0.0,0,7,0,2,0,1.571429,0,51,0,0,0,11,182,0,0,0,243,26,0,11,2,0,171,7,False
0,0,0,0,60,7,7,5,2,0,2453,72,8,3,1,254,1,0,1,1.571429,0,0,0.714286,1,5,0.5,7,0,14,0,0,0,4,40,0,1752,0.708333,3,7,0,2,0,1.571429,0,72,0,0,0,11,182,0,4,0,243,0,4,11,1,0,171,7,False
0,0,0,0,60,12,10,6,2,0,2453,98,10,5,0,254,2,0,0,2.3,0,0,0.133333,0,5,1,10,0,48,0,2,0,2,40,0,1752,0.888889,4,10,4,3,0,2.3,0,98,0,0,0,23,182,0,0,0,243,22,2,23,13,0,171,10,True
1,0,0,0,60,0,8,11,2,0,2453,70,11,0,3,254,2,0,0,1.727273,0,0,0.622222,3,0,1,11,0,11,0,2,0,2,40,1,1752,0.7,0,10,1,0,0,1.727273,0,70,0,0,0,19,182,0,0,0,243,6,2,19,0,0,171,11,False
0,0,0,0,60,7,7,5,2,2,2453,65,7,5,0,254,2,2,0,1.857143,0,0,0.952381,0,1,0.833333,7,0,46,0,2,0,3,40,0,1752,0.5,2,7,1,3,0,1.857143,0,65,0,0,0,13,182,0,1,0,243,25,1,13,1,0,171,7,False
0,1,0,0,60,18,8,11,2,0,2453,244,12,1,4,254,1,0,1,3.2,17,0,0.345455,4,0,0.6,11,0,29,0,0,0,5,40,0,1752,0.8,1,10,0,18,0,3.0,0,239,0,0,0,33,182,0,5,0,243,0,5,32,9,0,171,10,False
0,1,0,0,60,13,25,24,2,4,2453,283,28,4,3,254,1,4,1,2.076923,1,0,0.390769,3,7,0.758621,27,0,40,0,1,0,7,40,0,1752,0.961538,3,26,0,5,0,2.037037,1,278,0,0,0,55,182,0,6,0,243,0,3,54,7,0,171,26,True
0,0,0,0,60,0,3,2,2,0,2453,19,3,0,0,254,1,0,1,1.5,0,0,1.0,0,0,1,2,0,2,0,0,0,2,40,0,1752,0.5,0,2,1,0,0,1.5,0,19,1,0,2,3,182,0,0,0,243,0,2,3,0,0,171,2,False
0,1,1,0,60,0,2,1,2,0,2453,5,2,2,0,254,3,0,1,0.0,0,0,1.0,0,0,0,1,0,28,0,0,0,0,40,0,1752,0.0,0,0,1,0,0,1.0,0,0,1,0,0,1,182,0,0,0,243,10,0,0,0,0,171,0,False
0,0,1,0,60,0,2,1,2,0,2453,5,2,1,0,254,2,0,1,1.0,0,0,1.0,0,0,1,1,0,28,0,0,0,0,40,0,1752,0.0,0,1,1,0,0,1.0,0,5,1,0,0,1,182,0,0,0,243,10,0,1,1,0,171,1,False
0,1,1,0,60,0,2,1,2,0,2453,5,2,2,0,254,3,0,1,0.0,0,0,1.0,0,0,0,1,0,28,0,0,0,0,40,0,1752,0.0,0,0,1,0,0,1.0,0,0,1,0,0,1,182,0,0,0,243,10,0,0,0,0,171,0,False
